rating,features,promo_price,currency,instock,current_price,sku,title,primary_image_url,price,description,ean,mpn,brand,promo_qty,image_urls,expiry,crawl_time,promo_data,retailer_sku_code,categories,url,upc,attributes,model
,,,SGD,Stock is not in local warehouse,,281920,Samsung Galaxy Note5 (Dual SIM) SM-N9200 ,,SG$904,,,,Samsung,,http://i1.expansys.com/img/b/281920/samsung-galaxy-note5-dual-sim-sm-n9200.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,273215,"YOTAPHONE 2 (YD201) LTE, 32GB, Black ",,SG$842,,,,YOTAPHONE,,http://i2.expansys.com/img/b/273215/yotaphone-2-yd201-lte-32gb-black.jpg,,,,,,,,,
,,,SGD,In Stock Now,,286073,Samsung Gear S2 classic SM-R732 ,,SG$479.99,,,,Samsung,,http://i1.expansys.com/img/b/286073/samsung-gear-s2-classic.jpg,,,,,,,,,
,,,,Pre-order to BE FIRST,,276493,SJCAM SJ5000 Plus WiFi Full HD Sports Camera ,,,,,,SJCAM,,http://i1.expansys.com/img/b/276493/sjcam-sj5000-plus-full-hd-sports-camera.jpg,,,,,,,,,
,,,SGD,In Stock Now,,268547,Google Nexus 9 ,,SG$649,,,,Google,,http://i2.expansys.com/img/b/268547/google-nexus-9-tablet.jpg,,,,,,,,,
,,,SGD,In Stock Now,,285212,LG V10 Dual-SIM H961N ,,SG$927,,,,LG,,http://i1.expansys.com/img/b/285212/lg-v10-dual-sim-h961n.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,285605,BlackBerry® Passport SQW100-4: RHR191LW ,,SG$714.99,,,,BlackBerry,,http://i2.expansys.com/img/b/285605/blackberry-passport.jpg,,,,,,,,,
,,,SGD,In Stock Now,,284388,Motorola moto 360 (2nd Gen.) ,,SG$524,,,,Motorola,,http://i2.expansys.com/img/b/284388/motorola-moto-360-2nd-generation.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,266790,GoPro HERO Action Cam,,SG$234,,,,GoPro,,http://i1.expansys.com/img/b/266790/gopro-hero-action-cam.jpg,,,,,,,,,
,,,SGD,In Stock Now,,286073,Samsung Gear S2 classic SM-R732 ,,SG$479,,,,Samsung,,http://i1.expansys.com/img/b/286073/samsung-gear-s2-classic.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,265574,Sony Smartband Talk SWR30 ,,SG$134,,,,Sony,,http://i1.expansys.com/img/b/265574/sony-smartband-talk.jpg,,,,,,,,,
,,,SGD,In Stock Now,,266786,GoPro HERO4 Black ,,SG$700,,,,GoPro,,http://i2.expansys.com/img/b/266786/gopro-hero4-black.jpg,,,,,,,,,
,,,SGD,In Stock Now,,265785,ASUS ZenWatch - WI500Q ,,SG$180,,,,ASUS,,http://i2.expansys.com/img/b/265785/asus-zenwatch.jpg,,,,,,,,,
,,,SGD,In Stock Now,,241560,Sony SBH20 Stereo Bluetooth Headset ,,SG$41,,,,Sony,,http://i1.expansys.com/img/b/241560/sony-sbh20-stereo-bluetooth-headset.jpg,,,,,,,,,
,,,SGD,In Stock Now,,273004,SJCAM SJ4000 WIFI Full HD Sports Camera ,,SG$118,,,,SJCAM,,http://i1.expansys.com/img/b/273004/sjcam-sj4000-wifi-full-hd-sports-camera.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,284387,Motorola moto 360 (2nd Gen.) ,,SG$424,,,,Motorola,,http://i2.expansys.com/img/b/284387/motorola-moto-360-2nd-gen.jpg,,,,,,,,,
,,,SGD,In Stock Now,,279425,Philips Fidelio X2 Headphones ,,SG$368,,,,Philips,,http://i2.expansys.com/img/b/279425/philips-fidelio-x2-headphones.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,251728,Bose SoundLink Mini Bluetooth Speaker ,,SG$324,,,,Bose,,http://i2.expansys.com/img/b/251728/bose-soundlink-mini-bluetooth-speaker.jpg,,,,,,,,,
,,,SGD,In Stock Now,,237356,Plantronics Voyager Legend Bluetooth Headset ,,SG$89,,,,Plantronics,,http://i2.expansys.com/img/b/237356/plantronics-voyager-legend.jpg,,,,,,,,,
,,,SGD,In Stock Now,,282784,Apple iPad mini 4 ,,SG$719,,,,Apple,,http://i1.expansys.com/img/b/282784/apple-ipad-mini-4.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,263939,Samsung GALAXY Tab 4 7.0 SM-T231 ,,SG$289,,,,Samsung,,http://i2.expansys.com/img/b/263939/samsung-galaxy-tab-470-sm-t231.jpg,,,,,,,,,
,,,SGD,In Stock Now,,281207,ASUS VivoWatch HC-A01 ,,SG$244,,,,ASUS,,http://i2.expansys.com/img/b/281207/asus-vivowatch.jpg,,,,,,,,,
,,,SGD,In Stock Now,,280806,Samsung Galaxy Tab S2 8.0 SM-T715C ,,SG$584,,,,Samsung,,http://i2.expansys.com/img/b/280806/samsung-galaxy-tab-s2-80-sm-t715.jpg,,,,,,,,,
,,,SGD,In Stock Now,,268544,Google Nexus 9 ,,SG$514,,,,Google,,http://i1.expansys.com/img/b/268544/google-nexus-9.jpg,,,,,,,,,
,,,SGD,In Stock Now,,274858,Samsung Galaxy S6 Dual-SIM SM-G9200 ,,SG$749,,,,Samsung,,http://i2.expansys.com/img/b/274858/samsung-galaxy-s6.jpg,,,,,,,,,
,,,SGD,In Stock Now,,285233,Samsung Gear S2 SM-R720 ,,SG$414,,,,Samsung,,http://i1.expansys.com/img/b/285233/samsung-gear-s2-sport-sm-r720.jpg,,,,,,,,,
,,,SGD,In Stock Now,,284389,Motorola moto 360 (2nd Gen.) ,,SG$469,,,,Motorola,,http://i2.expansys.com/img/b/284389/motorola-moto-360-2nd-generation.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,264631,BlackBerry® Passport Leather Flip Case ,,SG$46,,,,BlackBerry,,http://i1.expansys.com/img/b/264631/blackberry-passport-leather-flip-case.jpg,,,,,,,,,
,,,SGD,In Stock Now,,169589,Wonpro WA-9C Adaptor,,SG$1,,,,Wonpro,,http://i2.expansys.com/img/b/169589/wonpro-wa-9cn-adaptor.jpg,,,,,,,,,
,,,SGD,In Stock Now,,121827,Keyspan High Speed USB Serial Adapter,,SG$62,,,,Keyspan,,http://i2.expansys.com/img/b/121827/keyspan-high-speed-usb-serial-adapter.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,164285,EXPANSYS UK-EU Continental Travel Plug,,SG$5,,,,EXPANSYS,,http://i2.expansys.com/img/b/164285/expansys-uk-eu-continental-travel-plug.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,257621,Sony Magnetic Charging dock DK39 for Xperia Z2 Tablet ,,SG$75,,,,Sony,,http://i1.expansys.com/img/b/257621/sony-magnetic-charging-dock-dk39-for-xperia-z2-tablet.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,258361,HTC One (M8)/M8s Dot View Cover HC M100 ,,SG$35,,,,HTC,,http://i1.expansys.com/img/b/258361/htc-one-m8-dot-flip-case-grey-hc-m100.jpg,,,,,,,,,
,,,SGD,In Stock Now,,247926,BlackBerry® N-X1 battery ,,SG$44,,,,BlackBerry,,http://i2.expansys.com/img/b/247926/blackberry-n-x1-battery.jpg,,,,,,,,,
,,,SGD,In Stock Now,,269600,BlackBerry® Classic Soft Shell ,,SG$26,,,,BlackBerry,,http://i1.expansys.com/img/b/269600/blackberry-classic-soft-shell.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,273221,SJCAM M10 WiFi Mini Cube Full HD Action Camera ,,SG$125,,,,SJCAM,,http://i1.expansys.com/img/b/273221/sjcam-m10-wifi-full-hd-mini-action-camera.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,279548,MiniX NT-II Bluetooth Headset ,,SG$68,,,,MiniX,,http://i2.expansys.com/img/b/279548/minix-nt-ii.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,280632,Bose SoundLink Mini II Bluetooth Speaker ,,SG$309,,,,Bose,,http://i1.expansys.com/img/b/280632/bose-soundlink-mini-ii-bluetooth-speaker.jpg,,,,,,,,,
,,,SGD,In Stock Now,,280633,Bose SoundLink Mini II Bluetooth Speaker ,,SG$309,,,,Bose,,http://i1.expansys.com/img/b/280633/bose-soundlink-mini-ii-bluetooth-speaker.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,238817,hoomia U2 Ace Headset ,,SG$62,,,,hoomia,,http://i2.expansys.com/img/b/238817/hoomia-u2-headset.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,236440,Krusell Hector Leather Mobile Case L Long ,,SG$32,,,,Krusell,,http://i1.expansys.com/img/b/236440/krusell-hector-leather-mobile-case-l-long.jpg,,,,,,,,,
,,,SGD,In Stock Now,,276470,Momax Slim-Fit TPU  Case for Samsung Galaxy S6 ,,SG$3,,,,Momax,,http://i1.expansys.com/img/b/276470/momax-slim-fit-tpu-case-for-samsung-galaxy-s6.jpg,,,,,,,,,
,,,SGD,In Stock Now,,264393,Apple iPhone 6 Plus A1524 ,,"SG$1,084",,,,Apple,,http://i1.expansys.com/img/b/264393/apple-iphone-655.jpg,,,,,,,,,
,,,SGD,In Stock Now,,280172,Motorola Shell for Motorola Moto G 3rd Gen ,,SG$26,,,,Motorola,,http://i1.expansys.com/img/b/280172/motorola-shell-for-motorola-moto-g-3rd-gen.jpg,,,,,,,,,
,,,SGD,In Stock Now,,274433,Momax U.BULL 5-Port USB Charger UM5S ,,SG$53,,,,Momax,,http://i1.expansys.com/img/b/274433/momax-u-bull-5-port-usb-charger-um5s.jpg,,,,,,,,,
,,,SGD,In Stock Now,,218929,EXPANSYS USB Cradle for BlackBerry PlayBook,,SG$49,,,,EXPANSYS,,http://i2.expansys.com/img/b/218929/expansys-usb-cradle-for-blackberry-playbook.jpg,,,,,,,,,
,,,SGD,In Stock Now,,252282,HTC Fetch ,,SG$35,,,,HTC,,http://i1.expansys.com/img/b/252282/htc-fetch-ble-tag-bl-a100.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,269753,BlackBerry® Modular Sync Pod w/1.2m USB Cable ,,SG$32,,,,BlackBerry,,http://i1.expansys.com/img/b/269753/blackberry-modular-sync-pod-w1-2m-usb-cable.jpg,,,,,,,,,
,,,SGD,In Stock Now,,254169,mobio Grip - Universal Handle and Stand ,,SG$11,,,,mobio,,http://i2.expansys.com/img/b/254169/mobio-grip-universal-handle-and-stand.jpg,,,,,,,,,
,,,SGD,In Stock Now,,275858,AT Screen Guard for ASUS ZenFone 2 ,,SG$13,,,,AT,,http://i2.expansys.com/img/b/275858/at-screen-guard-for-asus-zenfone-2.jpg,,,,,,,,,
,,,SGD,In Stock Now,,230604,Sony Wristband for SmartWatch ,,SG$3,,,,Sony,,http://i1.expansys.com/img/b/230604/sony-wristband-for-smartwatch.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,250722,Withings Smart Body Analyzer WS-50 ,,SG$234,,,,Withings,,http://i1.expansys.com/img/b/250722/withings-smart-body-analyzer-ws-50.jpg,,,,,,,,,
,,,SGD,In Stock Now,,242173,hoomia Magic Pencil Headset ,,SG$11,,,,hoomia,,http://i1.expansys.com/img/b/242173/hoomia-magic-pencil-headset.jpg,,,,,,,,,
,,,SGD,In Stock Now,,275816,ASUS ZenFone 2 - ZE551ML Dual SIM ,,SG$404,,,,ASUS,,http://i2.expansys.com/img/b/275816/asus-zenfone-2-ze551ml-dual-sim.jpg,,,,,,,,,
,,,SGD,In Stock Now,,242178,hoomia Magic Pencil Headset ,,SG$11,,,,hoomia,,http://i2.expansys.com/img/b/242178/hoomia-magic-pencil-headset.jpg,,,,,,,,,
,,,SGD,In Stock Now,,178536,Mobile Action i-gotU GT-120 USB GPS Travel Logger,,SG$89,,,,Mobile Action,,http://i2.expansys.com/img/b/178536/mobile-action-i-gotu-usb-gps-travel-logger.jpg,,,,,,,,,
,,,SGD,In Stock Now,,225030,Nokia Purity HD Stereo Headset by Monster ,,SG$180,,,,Nokia,,http://i1.expansys.com/img/b/225030/nokia-purity-hd-stereo-headset-by-monster.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,280165,Motorola Shell for Motorola Moto G 3rd Gen ,,SG$26,,,,Motorola,,http://i2.expansys.com/img/b/280165/motorola-shell-for-motorola-moto-g-3rd-gen.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,280160,Motorola Flip Shell for Motorola Moto G 3rd Gen ,,SG$35,,,,Motorola,,http://i1.expansys.com/img/b/280160/motorola-flip-shell-for-motorola-moto-g-3rd-gen.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,280175,Motorola Shell for Motorola Moto G 3rd Gen ,,SG$26,,,,Motorola,,http://i2.expansys.com/img/b/280175/motorola-shell-for-motorola-moto-g-3rd-gen.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,280166,Motorola Shell for Motorola Moto G 3rd Gen ,,SG$26,,,,Motorola,,http://i2.expansys.com/img/b/280166/motorola-shell-for-motorola-moto-g-3rd-gen.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,280162,Motorola Flip Shell for Motorola Moto G 3rd Gen ,,SG$35,,,,Motorola,,http://i1.expansys.com/img/b/280162/motorola-flip-shell-for-motorola-moto-g-3rd-gen.jpg,,,,,,,,,
,,,SGD,In Stock Now,,262567,Plantronics BackBeat Fit Wireless Headphones + Mic ,,SG$111,,,,Plantronics,,http://i2.expansys.com/img/b/262567/plantronics-backbeat-fit-wireless-headphones-mic.jpg,,,,,,,,,
,,,SGD,In Stock Now,,274935,Samsung Clear Cover for Samsung Galaxy S6 edge ,,SG$25,,,,Samsung,,http://i2.expansys.com/img/b/274935/samsung-clear-cover-for-samsung-galaxy-s6-edge.jpg,,,,,,,,,
,,,SGD,In Stock Now,,208645,EXPANSYS USB Cradle+Battery Charger for HTC Desire Z ,,SG$28,,,,EXPANSYS,,http://i2.expansys.com/img/b/208645/expansys-usb-cradle-battery-charger-for-htc-desire-z.jpg,,,,,,,,,
,,,SGD,In Stock Now,,209735,EXPANSYS Car Holster for HTC Desire Z,,SG$37,,,,EXPANSYS,,http://i2.expansys.com/img/b/209735/expansys-car-holster-for-htc-desire-z.jpg,,,,,,,,,
,,,SGD,In Stock Now,,199493,EXPANSYS USB Cradle for HTC Desire,,SG$10,,,,EXPANSYS,,http://i1.expansys.com/img/b/199493/expansys-usb-cradle-for-htc-desire.jpg,,,,,,,,,
,,,SGD,In Stock Now,,218912,EXPANSYS USB Cradle+Battery Charger for Samsung Galaxy S II ,,SG$16,,,,EXPANSYS,,http://i1.expansys.com/img/b/218912/expansys-usb-cradle-for-samsung-galaxy-s-ii-i9100.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,261295,Nokia Flip case for Lumia 930 ,,SG$61,,,,Nokia,,http://i2.expansys.com/img/b/261295/nokia-flip-case-for-nokia-lumia-935.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,265549,Samsung Flip Wallet for Samsung Galaxy Note 4 ,,SG$44,,,,Samsung,,http://i2.expansys.com/img/b/265549/samsung-flip-wallet-for-samsung-galaxy-note-4.jpg,,,,,,,,,
,,,SGD,In Stock Now,,257342,Oregon Scientific ATC Chameleon Dual Lens Action Video Camera ,,SG$269,,,,Oregon Scientific,,http://i1.expansys.com/img/b/257342/oregon-scientific-atc-chameleon-dual-lens-action-video-camera.jpg,,,,,,,,,
,,,SGD,In Stock Now,,272894,Withings Activité Pop Watch ,,SG$179,,,,Withings,,http://i1.expansys.com/img/b/272894/withings-activite-pop.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,256581,hoomia X4 Button-Clicks In-Ear Headset ,,SG$132,,,,hoomia,,http://i1.expansys.com/img/b/256581/hoomia-button-textured-in-ear-headset.jpg,,,,,,,,,
,,,SGD,In Stock Now,,183610,Mobile Action USB Charging Data Cable for Travel Logger ,,SG$1,,,,Mobile Action,,http://i1.expansys.com/img/b/183610/mobile-action-usb-charging-data-cable-for-travel-logger.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,199966,Parrot Navigation Board ,,SG$95,,,,Parrot,,http://i2.expansys.com/img/b/199966/parrot-navigation-board.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,183609,Mobile Action Spare Soft Silicon Case for GT-120 Travel Logger,,SG$1,,,,Mobile Action,,http://i2.expansys.com/img/b/183609/mobile-action-spare-soft-silicon-case-for-gt-120-travel-logger.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,280161,Motorola Flip Shell for Motorola Moto G 3rd Gen ,,SG$35,,,,Motorola,,http://i1.expansys.com/img/b/280161/motorola-flip-shell-for-motorola-moto-g-3rd-gen.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,280163,Motorola Flip Shell for Motorola Moto G 3rd Gen ,,SG$35,,,,Motorola,,http://i1.expansys.com/img/b/280163/motorola-flip-shell-for-motorola-moto-g-3rd-gen.jpg,,,,,,,,,
,,,SGD,In Stock Now,,269963,MiPOW PLAYBULB Bluetooth Candle ,,SG$26,,,,MiPOW,,http://i1.expansys.com/img/b/269963/mipow-playbulb-bluetooth-candle.jpg,,,,,,,,,
,,,SGD,In Stock Now,,218918,EXPANSYS Car Cradle for HTC Sensation ,,SG$32,,,,EXPANSYS,,http://i2.expansys.com/img/b/218918/expansys-car-cradle-for-htc-sensation.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,257823,GlobalSat MR-350P-S4 Serial GPS Receiver ,,SG$87,,,,GlobalSat,,http://i1.expansys.com/img/b/257823/globalsat-mr-350p-s4-serial-gps-receiver.jpg,,,,,,,,,
,,,SGD,In Stock Now,,255645,Krusell Malmö FlipCover Stand for Nokia Lumia 1520 ,,SG$18,,,,Krusell,,http://i2.expansys.com/img/b/255645/krusell-malmo-flipcover-for-nokia-lumia-1520.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,253803,Krusell Hector Mobile Case 4XL ,,SG$37,,,,Krusell,,http://i1.expansys.com/img/b/253803/krusell-hector-mobile-case-4xl.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,234683,Apricorn 500GB Aegis Padlock 3.0 256-bit AES XTS Hard Drive ,,SG$239,,,,Apricorn,,http://i1.expansys.com/img/b/234683/apricorn-500gb-aegis-padlock-30-256-bit-aes-xts-hard-drive.jpg,,,,,,,,,
,,,SGD,In Stock Now,,264019,AT Screen Guard  for Nokia Lumia 930 ,,SG$14,,,,AT,,http://i2.expansys.com/img/b/264019/at-screen-guard-for-nokia-lumia-930.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,261296,Nokia Flip case for Lumia 930 ,,SG$61,,,,Nokia,,http://i2.expansys.com/img/b/261296/nokia-flip-case-for-nokia-lumia-930.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,265540,Samsung Battery for Samsung Galaxy Note 4 (N910U) ,,SG$44,,,,Samsung,,http://i1.expansys.com/img/b/265540/samsung-battery-for-samsung-galaxy-note-4.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,265544,Samsung Flip Wallet for Samsung Galaxy Note 4 ,,SG$44,,,,Samsung,,http://i1.expansys.com/img/b/265544/samsung-flip-wallet-for-samsung-galaxy-note-4.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,172828,Parrot MKi9200 Advanced Bluetooth hands free car kit ,,SG$389,,,,Parrot,,http://i2.expansys.com/img/b/172828/parrot-mki9200-advanced-bluetooth-hands-free-car-kit.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,260632,"Krusell Malmö FlipCase for Nokia Lumia Icon,Lumia 930 ",,SG$57,,,,Krusell,,http://i1.expansys.com/img/b/260632/krusell-malmo-flipcase-for-nokia-lumia-icon-lumia-930.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,258638,Samsung Screen Protector for Samsung Galaxy NotePRO 12.2,,SG$31,,,,Samsung,,http://i2.expansys.com/img/b/258638/samsung-screen-protector-for-samsung-galaxy-notepro-12-2.jpg,,,,,,,,,
,,,SGD,In Stock Now,,226788,Momax Clear Screen Protector for Galaxy Nexus I9250,,SG$1,,,,Momax,,http://i2.expansys.com/img/b/226788/momax-clear-screen-protector-for-galaxy-nexus-i9250.jpg,,,,,,,,,
,,,SGD,In Stock Now,,266041,AT Screen Guard for Apple iPhone 6s Plus/6 Plus ,,SG$3,,,,AT,,http://i1.expansys.com/img/b/266041/at-screen-guard-for-apple-iphone-6-plus.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,260703,Fitbit Flex Wireless Wristband Track Activity + Sleep ,,SG$139,,,,Fitbit,,http://i1.expansys.com/img/b/260703/fitbit-flex-wireless-wristband-track-activity-sleep.jpg,,,,,,,,,
,,,SGD,In Stock Now,,280837,Microsoft Universal Foldable Keyboard ,,SG$134,,,,Microsoft,,http://i2.expansys.com/img/b/280837/microsoft-universal-foldable-keyboard.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,199975,Parrot Screws ,,SG$6,,,,Parrot,,http://i2.expansys.com/img/b/199975/parrot-screws.jpg,,,,,,,,,
,,,SGD,In Stock Now,,286249,ZTE MF65+ 3G Mobile Wi-Fi Hotspot ,,SG$59,,,,ZTE,,http://i2.expansys.com/img/b/286249/zte-mf65-3g-mobile-wi-fi-hotspot.jpg,,,,,,,,,
,,,SGD,In Stock Now,,284803,Imation LINK Mobile Express USB Flash Drive with Lightning ,,SG$107,,,,Imation,,http://i1.expansys.com/img/b/284803/imation-link-mobile-express-usb3-0-with-lightning.jpg,,,,,,,,,
,,,SGD,In Stock Now,,269634,Imation Link Power Drive with Lightning ,,SG$84,,,,Imation,,http://i1.expansys.com/img/b/269634/imation-link-power-drive.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,274541,Motorola Wireless Charging Dock for Motorola Moto 360 ,,SG$62,,,,Motorola,,http://i1.expansys.com/img/b/274541/motorola-wireless-charging-dock-for-motorola-moto-360.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,273470,mophie Juice Pack for iPhone 6 Plus ,,SG$142,,,,mophie,,http://i1.expansys.com/img/b/273470/mophie-juice-pack-for-iphone-6-plus.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,266719,"Google Nexus 4 Bumper Case, Black",,SG$11,,,,Google,,http://i2.expansys.com/img/b/266719/google-nexus-4-bumper-case-black.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,262650,Apricorn Aegis Padlock SSD -  FIPS validated Ruggedized ,,SG$399,,,,Apricorn,,http://i1.expansys.com/img/b/262650/apricorn-aegis-padlock-usb-30-ssd-model.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,276126,LG QuickCircle II Battery Cover for LG G4 ,,SG$62,,,,LG,,http://i2.expansys.com/img/b/276126/lg-quickcircle-ii-battery-cover-for-lg-g4.jpg,,,,,,,,,
,,,SGD,In Stock Now,,265593,Krusell Malmö Flip Wallet for Xperia Z3 ,,SG$31,,,,Krusell,,http://i1.expansys.com/img/b/265593/krusell-malmo-flipcase-stand-for-sony-xperia-z3.jpg,,,,,,,,,
,,,SGD,In Stock Now,,256665,AT Screen Guard for Nokia 1520 ,,SG$1,,,,AT,,http://i2.expansys.com/img/b/256665/at-screen-guard-for-nokia-1520.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,261292,Nokia Shell for Lumia 630/635/636 ,,SG$32,,,,Nokia,,http://i1.expansys.com/img/b/261292/nokia-shell-for-nokia-lumia-630-635.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,189673,Parrot PC000070AA Adapter,,SG$85,,,,Parrot,,,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,260288,Apricorn 6TB Aegis Padlock DT Secure USB 3.0 ,,"SG$1,644",,,,Apricorn,,http://i2.expansys.com/img/b/260288/apricorn-6tb-aegis-padlock-dt-secure-usb-30.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,274774,Samsung Flip Wallet for Samsung Galaxy S6 edge ,,SG$38,,,,Samsung,,http://i1.expansys.com/img/b/274774/samsung-flip-wallet-for-samsung-galaxy-s6-edge.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,112175,Parrot CK3100 Advanced Bluetooth Car Kit ,,SG$259,,,,Parrot,,http://i2.expansys.com/img/b/112175/parrot-ck3100-advanced-bluetooth-car-kit.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,256031,AT Screen Guard for iPad mini/mini 2/mini 3 ,,SG$15,,,,AT,,http://i1.expansys.com/img/b/256031/at-screen-guard-for-ipad-mini-retina-ipad-mini.jpg,,,,,,,,,
,,,SGD,In Stock Now,,255963,AT Screen Guard for iPad mini/mini 2/mini 3 ,,SG$1,,,,AT,,http://i1.expansys.com/img/b/255963/at-screen-guard-for-ipad-mini-retina-ipad-mini.jpg,,,,,,,,,
,,,SGD,In Stock Now,,267088,Samsung Bluetooth Keyboard for Samsung Galaxy Tab S 10.5 ,,SG$151,,,,Samsung,,http://i2.expansys.com/img/b/267088/samsung-bluetooth-keyboard-for-samsung-galaxy-tab-s-10-5.jpg,,,,,,,,,
,,,SGD,In Stock Now,,255735,AT Screen Guard for iPad Air/Air 2 ,,SG$1,,,,AT,,http://i2.expansys.com/img/b/255735/at-screen-guard-for-ipad-air.jpg,,,,,,,,,
,,,SGD,In Stock Now,,225524,XBase TPU Case for Galaxy Nexus I9250 ,,SG$3,,,,XBase,,http://i1.expansys.com/img/b/225524/xbase-tpu-case-for-galaxy-nexus-i9250.jpg,,,,,,,,,
,,,SGD,In Stock Now,,285798,Google Nexus 9 Keyboard Folio,,SG$161,,,,Google,,http://i2.expansys.com/img/b/285798/google-nexus-9-keyboard-folio.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,275344,Sony Bluetooth Keyboard BKB50 for Sony Xperia Z4 Tablet ,,SG$234,,,,Sony,,http://i1.expansys.com/img/b/275344/sony-bluetooth-keyboard-bkb50-for-sony-xperia-z4-tablet.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,231069,Parrot Screws for AR.Drone 2.0,,SG$6,,,,Parrot,,http://i2.expansys.com/img/b/231069/parrot-screws-for-ar-drone-2-0.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,275683,BOOSTCASE Hybrid Power Case 2700 mAh for iPhone 6 ,,SG$72,,,,BOOSTCASE,,http://i1.expansys.com/img/b/275683/boostcase-hybrid-power-case-2700-mah-for-iphone-6.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,273439,mophie Juice Pack Plus for iPhone 6 ,,SG$174,,,,mophie,,http://i2.expansys.com/img/b/273439/mophie-juice-pack-plus-for-iphone-6.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,273436,mophie Juice Pack Air for iPhone 6 ,,SG$158,,,,mophie,,http://i2.expansys.com/img/b/273436/mophie-juice-pack-air-for-iphone-6.jpg,,,,,,,,,
,,,SGD,In Stock Now,,273430,mophie Juice Pack Plus for iPhone 6 ,,SG$164,,,,mophie,,http://i1.expansys.com/img/b/273430/mophie-juice-pack-plus-for-iphone-6.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,273371,ODOYO Power+Shell EX 3000mAh Battery Case with Kickstand ,,SG$143,,,,ODOYO,,http://i1.expansys.com/img/b/273371/odoyo-power-shell-ex-3000mah-battery-case-with-kickstand.jpg,,,,,,,,,
,,,SGD,Stock is not in local warehouse,,261291,Nokia Shell for Lumia 630/635/636 ,,SG$32,,,,Nokia,,http://i1.expansys.com/img/b/261291/nokia-shell-for-nokia-lumia-630-635.jpg,,,,,,,,,
